ATM	ATM	0.000000
ATM	p53	0.141936
ATM	Mdm2	0.393677
ATM	MdmX	0.109016
ATM	Wip1	0.020806
ATM	cyclinG	0.020806
ATM	PTEN	0.020806
ATM	p21	0.025038
ATM	AKT	0.008991
ATM	cyclinE	0.007338
ATM	Rb	0.252713
ATM	E2F1	0.112554
ATM	p14ARF	0.002992
ATM	Bcl2	0.250685
ATM	Bax	0.018420
ATM	caspase	0.145365
p53	ATM	0.116175
p53	p53	0.000000
p53	Mdm2	0.054024
p53	MdmX	0.088809
p53	Wip1	0.906719
p53	cyclinG	0.906719
p53	PTEN	0.906719
p53	p21	0.819067
p53	AKT	0.111104
p53	cyclinE	0.125465
p53	Rb	0.019386
p53	E2F1	0.001962
p53	p14ARF	0.134656
p53	Bcl2	0.134532
p53	Bax	0.429098
p53	caspase	0.011655
Mdm2	ATM	0.006040
Mdm2	p53	0.702002
Mdm2	Mdm2	0.000000
Mdm2	MdmX	0.175808
Mdm2	Wip1	0.153484
Mdm2	cyclinG	0.153484
Mdm2	PTEN	0.153484
Mdm2	p21	0.184410
Mdm2	AKT	0.003362
Mdm2	cyclinE	0.007661
Mdm2	Rb	0.361278
Mdm2	E2F1	0.352737
Mdm2	p14ARF	0.047521
Mdm2	Bcl2	0.006352
Mdm2	Bax	0.046631
Mdm2	caspase	0.045592
MdmX	ATM	0.021597
MdmX	p53	0.265187
MdmX	Mdm2	0.046033
MdmX	MdmX	0.000000
MdmX	Wip1	0.034703
MdmX	cyclinG	0.034703
MdmX	PTEN	0.034703
MdmX	p21	0.021935
MdmX	AKT	0.027806
MdmX	cyclinE	0.028814
MdmX	Rb	0.130239
MdmX	E2F1	0.158374
MdmX	p14ARF	0.016150
MdmX	Bcl2	0.022241
MdmX	Bax	0.126073
MdmX	caspase	0.003995
Wip1	ATM	0.757667
Wip1	p53	0.035565
Wip1	Mdm2	0.135473
Wip1	MdmX	0.057513
Wip1	Wip1	0.000000
Wip1	cyclinG	0.005762
Wip1	PTEN	0.005762
Wip1	p21	0.003391
Wip1	AKT	0.626338
Wip1	cyclinE	0.569553
Wip1	Rb	0.021037
Wip1	E2F1	0.027146
Wip1	p14ARF	0.571521
Wip1	Bcl2	0.085149
Wip1	Bax	0.042026
Wip1	caspase	0.129652
cyclinG	ATM	0.757667
cyclinG	p53	0.035565
cyclinG	Mdm2	0.135473
cyclinG	MdmX	0.057065
cyclinG	Wip1	0.005762
cyclinG	cyclinG	0.000000
cyclinG	PTEN	0.005762
cyclinG	p21	0.003391
cyclinG	AKT	0.626338
cyclinG	cyclinE	0.569553
cyclinG	Rb	0.021037
cyclinG	E2F1	0.027146
cyclinG	p14ARF	0.451745
cyclinG	Bcl2	0.085149
cyclinG	Bax	0.042026
cyclinG	caspase	0.129652
PTEN	ATM	0.624956
PTEN	p53	0.035565
PTEN	Mdm2	0.124037
PTEN	MdmX	0.057065
PTEN	Wip1	0.005762
PTEN	cyclinG	0.005762
PTEN	PTEN	0.000000
PTEN	p21	0.003391
PTEN	AKT	0.931646
PTEN	cyclinE	0.569553
PTEN	Rb	0.021037
PTEN	E2F1	0.027146
PTEN	p14ARF	0.451745
PTEN	Bcl2	0.085149
PTEN	Bax	0.042026
PTEN	caspase	0.129652
p21	ATM	0.570312
p21	p53	0.035896
p21	Mdm2	0.136667
p21	MdmX	0.060259
p21	Wip1	0.013566
p21	cyclinG	0.013566
p21	PTEN	0.013566
p21	p21	0.000000
p21	AKT	0.578248
p21	cyclinE	0.911362
p21	Rb	0.020293
p21	E2F1	0.027306
p21	p14ARF	0.444672
p21	Bcl2	0.096165
p21	Bax	0.044249
p21	caspase	0.102513
AKT	ATM	0.005223
AKT	p53	0.088631
AKT	Mdm2	0.259452
AKT	MdmX	0.086024
AKT	Wip1	0.018648
AKT	cyclinG	0.018648
AKT	PTEN	0.018648
AKT	p21	0.017112
AKT	AKT	0.000000
AKT	cyclinE	0.006584
AKT	Rb	0.151548
AKT	E2F1	0.102005
AKT	p14ARF	0.002061
AKT	Bcl2	0.425395
AKT	Bax	0.018772
AKT	caspase	0.173174
cyclinE	ATM	0.012308
cyclinE	p53	0.097497
cyclinE	Mdm2	0.374406
cyclinE	MdmX	0.085528
cyclinE	Wip1	0.018259
cyclinE	cyclinG	0.018259
cyclinE	PTEN	0.018259
cyclinE	p21	0.024234
cyclinE	AKT	0.015711
cyclinE	cyclinE	0.000000
cyclinE	Rb	0.110755
cyclinE	E2F1	0.107077
cyclinE	p14ARF	0.003304
cyclinE	Bcl2	0.235446
cyclinE	Bax	0.020738
cyclinE	caspase	0.156157
Rb	ATM	0.088936
Rb	p53	0.009340
Rb	Mdm2	0.006862
Rb	MdmX	0.072220
Rb	Wip1	0.260509
Rb	cyclinG	0.260509
Rb	PTEN	0.260509
Rb	p21	0.252979
Rb	AKT	0.088767
Rb	cyclinE	0.096803
Rb	Rb	0.000000
Rb	E2F1	0.014094
Rb	p14ARF	0.112778
Rb	Bcl2	0.036233
Rb	Bax	0.069762
Rb	caspase	0.009098
E2F1	ATM	0.085691
E2F1	p53	0.051096
E2F1	Mdm2	0.020232
E2F1	MdmX	0.085414
E2F1	Wip1	0.283184
E2F1	cyclinG	0.283184
E2F1	PTEN	0.283184
E2F1	p21	0.286776
E2F1	AKT	0.069300
E2F1	cyclinE	0.076724
E2F1	Rb	0.025658
