ATM	ATM	0.000000
ATM	p53	0.312673
ATM	Mdm2	0.375846
ATM	MdmX	0.026508
ATM	Wip1	0.008043
ATM	cyclinG	0.008043
ATM	PTEN	0.012251
ATM	p21	0.010050
ATM	AKT	0.007385
ATM	cyclinE	0.007037
ATM	Rb	0.290803
ATM	E2F1	0.145725
ATM	p14ARF	0.010650
ATM	Bcl2	0.445706
ATM	Bax	0.012251
ATM	caspase	0.317978
p53	ATM	0.106090
p53	p53	0.000000
p53	Mdm2	0.016020
p53	MdmX	0.152778
p53	Wip1	0.860626
p53	cyclinG	0.860626
p53	PTEN	0.860626
p53	p21	0.801329
p53	AKT	0.103200
p53	cyclinE	0.113930
p53	Rb	0.145124
p53	E2F1	0.012170
p53	p14ARF	0.422006
p53	Bcl2	0.084274
p53	Bax	0.860626
p53	caspase	0.007592
Mdm2	ATM	0.023399
Mdm2	p53	0.540527
Mdm2	Mdm2	0.000000
Mdm2	MdmX	0.242287
Mdm2	Wip1	0.249260
Mdm2	cyclinG	0.249260
Mdm2	PTEN	0.247754
Mdm2	p21	0.257843
Mdm2	AKT	0.028033
Mdm2	cyclinE	0.015313
Mdm2	Rb	0.518359
Mdm2	E2F1	0.322993
Mdm2	p14ARF	0.061523
Mdm2	Bcl2	0.057553
Mdm2	Bax	0.247754
Mdm2	caspase	0.029643
MdmX	ATM	0.120890
MdmX	p53	0.253930
MdmX	Mdm2	0.173120
MdmX	MdmX	0.000000
MdmX	Wip1	0.073130
MdmX	cyclinG	0.070283
MdmX	PTEN	0.070283
MdmX	p21	0.056875
MdmX	AKT	0.119152
MdmX	cyclinE	0.113811
MdmX	Rb	0.076102
MdmX	E2F1	0.026562
MdmX	p14ARF	0.191658
MdmX	Bcl2	0.221431
MdmX	Bax	0.070283
MdmX	caspase	0.199869
Wip1	ATM	0.901245
Wip1	p53	0.000000
Wip1	Mdm2	0.149748
Wip1	MdmX	0.297900
Wip1	Wip1	0.000000
Wip1	cyclinG	0.000000
Wip1	PTEN	0.000000
Wip1	p21	0.001650
Wip1	AKT	0.905819
Wip1	cyclinE	0.809767
Wip1	Rb	0.024197
Wip1	E2F1	0.227858
Wip1	p14ARF	0.310003
Wip1	Bcl2	0.102638
Wip1	Bax	0.000000
Wip1	caspase	0.330864
cyclinG	ATM	0.901245
cyclinG	p53	0.000000
cyclinG	Mdm2	0.149748
cyclinG	MdmX	0.297900
cyclinG	Wip1	0.000000
cyclinG	cyclinG	0.000000
cyclinG	PTEN	0.000000
cyclinG	p21	0.001650
cyclinG	AKT	0.905819
cyclinG	cyclinE	0.809767
cyclinG	Rb	0.024197
cyclinG	E2F1	0.227858
cyclinG	p14ARF	0.310003
cyclinG	Bcl2	0.102638
cyclinG	Bax	0.000000
cyclinG	caspase	0.330864
PTEN	ATM	0.901245
PTEN	p53	0.000000
PTEN	Mdm2	0.149748
PTEN	MdmX	0.297900
PTEN	Wip1	0.000000
PTEN	cyclinG	0.000000
PTEN	PTEN	0.000000
PTEN	p21	0.001650
PTEN	AKT	0.905819
PTEN	cyclinE	0.809767
PTEN	Rb	0.024197
PTEN	E2F1	0.227858
PTEN	p14ARF	0.310003
PTEN	Bcl2	0.102638
PTEN	Bax	0.000000
PTEN	caspase	0.330864
