ATM	ATM	0.000000
ATM	p53	0.091541
ATM	Mdm2	0.001179
ATM	MdmX	0.055938
ATM	Wip1	0.001580
ATM	cyclinG	0.064083
ATM	PTEN	0.000047
ATM	p21	0.000000
ATM	AKT	0.002967
ATM	cyclinE	0.003845
ATM	Rb	0.000975
ATM	E2F1	0.013148
ATM	p14ARF	0.000400
ATM	Bcl2	0.205143
ATM	Bax	0.000008
ATM	caspase	0.003180
p53	ATM	0.024884
p53	p53	0.000000
p53	Mdm2	0.004099
p53	MdmX	0.038877
p53	Wip1	0.000706
p53	cyclinG	0.603994
p53	PTEN	0.014060
p53	p21	0.000000
p53	AKT	0.012038
p53	cyclinE	0.012264
p53	Rb	0.012070
p53	E2F1	0.000335
p53	p14ARF	0.001029
p53	Bcl2	0.005930
p53	Bax	0.014410
p53	caspase	0.012836
Mdm2	ATM	0.001462
Mdm2	p53	0.010621
Mdm2	Mdm2	0.000000
Mdm2	MdmX	0.013825
Mdm2	Wip1	0.000010
Mdm2	cyclinG	0.011802
Mdm2	PTEN	0.011267
Mdm2	p21	0.000000
Mdm2	AKT	0.092420
Mdm2	cyclinE	0.000000
Mdm2	Rb	0.026450
Mdm2	E2F1	0.003868
Mdm2	p14ARF	0.007410
Mdm2	Bcl2	0.003871
Mdm2	Bax	0.000000
Mdm2	caspase	0.000108
MdmX	ATM	0.001638
MdmX	p53	0.022247
MdmX	Mdm2	0.007780
MdmX	MdmX	0.000000
MdmX	Wip1	0.005980
MdmX	cyclinG	0.020050
MdmX	PTEN	0.000796
MdmX	p21	0.000000
MdmX	AKT	0.008344
MdmX	cyclinE	0.009945
MdmX	Rb	0.005956
MdmX	E2F1	0.011355
MdmX	p14ARF	0.001875
MdmX	Bcl2	0.014132
MdmX	Bax	0.000543
MdmX	caspase	0.013375
Wip1	ATM	0.039420
Wip1	p53	0.090230
Wip1	Mdm2	0.003712
Wip1	MdmX	0.003228
Wip1	Wip1	0.000000
Wip1	cyclinG	0.052668
Wip1	PTEN	0.000990
Wip1	p21	0.000000
Wip1	AKT	0.006284
Wip1	cyclinE	0.000584
Wip1	Rb	0.001658
